trial_index,track_id,phoneme,phoneme_label,session_type,snr,onset_label,stimulus_file,clean_file,noise_file,sample_rate,duration_seconds,noise_start_index,noise_scale,clean_rms,mixed_rms
1,1A,z,z,white,10.0,07:00,/workspace/projects/psychopy_phoneme/stimuli/mixed/white/snr_10/trial-001__track-1A__phoneme-z__noise-white__snr-10.wav,/workspace/projects/psychopy_phoneme/stimuli/phonemes/z.wav,/workspace/projects/psychopy_phoneme/stimuli/noise/white.wav,44100,0.5306802721088435,15486112,0.3153801183893646,0.07999999896446343,0.08378770727746276
2,1A,i,i,white,10.0,15:00,/workspace/projects/psychopy_phoneme/stimuli/mixed/white/snr_10/trial-002__track-1A__phoneme-i__noise-white__snr-10.wav,/workspace/projects/psychopy_phoneme/stimuli/phonemes/i.wav,/workspace/projects/psychopy_phoneme/stimuli/noise/white.wav,44100,0.434421768707483,6516814,0.3160537338216555,0.08000000063302617,0.08402441386793608
3,1A,θ,theta,white,10.0,20:00,/workspace/projects/psychopy_phoneme/stimuli/mixed/white/snr_10/trial-003__track-1A__phoneme-theta__noise-white__snr-10.wav,/workspace/projects/psychopy_phoneme/stimuli/phonemes/theta.wav,/workspace/projects/psychopy_phoneme/stimuli/noise/white.wav,44100,0.5073469387755102,7430476,0.31605490699684885,0.08000000049129408,0.0839888688972294
4,1A,u,u,white,10.0,27:00,/workspace/projects/psychopy_phoneme/stimuli/mixed/white/snr_10/trial-004__track-1A__phoneme-u__noise-white__snr-10.wav,/workspace/projects/psychopy_phoneme/stimuli/phonemes/u.wav,/workspace/projects/psychopy_phoneme/stimuli/noise/white.wav,44100,0.4989342403628118,14641241,0.31464056758361986,0.07999999852463044,0.08381442693986046
5,1A,f,f,white,10.0,32:00,/workspace/projects/psychopy_phoneme/stimuli/mixed/white/snr_10/trial-005__track-1A__phoneme-f__noise-white__snr-10.wav,/workspace/projects/psychopy_phoneme/stimuli/phonemes/f.wav,/workspace/projects/psychopy_phoneme/stimuli/noise/white.wav,44100,0.525374149659864,23548792,0.3139013139028624,0.07999999903663517,0.0838126868085847
6,1A,ʃ,esh,white,10.0,40:00,/workspace/projects/psychopy_phoneme/stimuli/mixed/white/snr_10/trial-006__track-1A__phoneme-esh__noise-white__snr-10.wav,/workspace/projects/psychopy_phoneme/stimuli/phonemes/esh.wav,/workspace/projects/psychopy_phoneme/stimuli/noise/white.wav,44100,0.4777097505668934,13997648,0.3128173474522868,0.07999999985109657,0.08377555263263288
7,1A,a,a,white,10.0,46:00,/workspace/projects/psychopy_phoneme/stimuli/mixed/white/snr_10/trial-007__track-1A__phoneme-a__noise-white__snr-10.wav,/workspace/projects/psychopy_phoneme/stimuli/phonemes/a.wav,/workspace/projects/psychopy_phoneme/stimuli/noise/white.wav,44100,0.4205895691609977,7741659,0.30944956009524105,0.0799999987893184,0.08371731484220288
8,1A,v,v,white,10.0,51:00,/workspace/projects/psychopy_phoneme/stimuli/mixed/white/snr_10/trial-008__track-1A__phoneme-v__noise-white__snr-10.wav,/workspace/projects/psychopy_phoneme/stimuli/phonemes/v.wav,/workspace/projects/psychopy_phoneme/stimuli/noise/white.wav,44100,0.5391383219954649,24117727,0.31421461875425083,0.0799999986254463,0.0839017162293553
9,1A,s,s,white,10.0,57:00,/workspace/projects/psychopy_phoneme/stimuli/mixed/white/snr_10/trial-009__track-1A__phoneme-s__noise-white__snr-10.wav,/workspace/projects/psychopy_phoneme/stimuli/phonemes/s.wav,/workspace/projects/psychopy_phoneme/stimuli/noise/white.wav,44100,0.49464852607709753,1467470,0.3166296911503268,0.08000000285808027,0.08404616983219586
10,1A,ð,eth,white,10.0,02:00,/workspace/projects/psychopy_phoneme/stimuli/mixed/white/snr_10/trial-010__track-1A__phoneme-eth__noise-white__snr-10.wav,/workspace/projects/psychopy_phoneme/stimuli/phonemes/eth.wav,/workspace/projects/psychopy_phoneme/stimuli/noise/white.wav,44100,0.5543310657596372,24767484,0.3132507371529737,0.080000002358857,0.0838891196083694
11,1A,f,f,white,10.0,09:00,/workspace/projects/psychopy_phoneme/stimuli/mixed/white/snr_10/trial-011__track-1A__phoneme-f__noise-white__snr-10.wav,/workspace/projects/psychopy_phoneme/stimuli/phonemes/f.wav,/workspace/projects/psychopy_phoneme/stimuli/noise/white.wav,44100,0.525374149659864,17852730,0.3169543450827474,0.07999999903663517,0.08409426430550647
12,1A,s,s,white,10.0,15:00,/workspace/projects/psychopy_phoneme/stimuli/mixed/white/snr_10/trial-012__track-1A__phoneme-s__noise-white__snr-10.wav,/workspace/projects/psychopy_phoneme/stimuli/phonemes/s.wav,/workspace/projects/psychopy_phoneme/stimuli/noise/white.wav,44100,0.49464852607709753,23585273,0.317469115655758,0.08000000285808027,0.08423935053688136
13,1A,u,u,white,10.0,20:00,/workspace/projects/psychopy_phoneme/stimuli/mixed/white/snr_10/trial-013__track-1A__phoneme-u__noise-white__snr-10.wav,/workspace/projects/psychopy_phoneme/stimuli/phonemes/u.wav,/workspace/projects/psychopy_phoneme/stimuli/noise/white.wav,44100,0.4989342403628118,8450888,0.31772150986103015,0.07999999852463044,0.08362817749595204
14,1A,ð,eth,white,10.0,28:00,/workspace/projects/psychopy_phoneme/stimuli/mixed/white/snr_10/trial-014__track-1A__phoneme-eth__noise-white__snr-10.wav,/workspace/projects/psychopy_phoneme/stimuli/phonemes/eth.wav,/workspace/projects/psychopy_phoneme/stimuli/noise/white.wav,44100,0.5543310657596372,25748391,0.30944250522953226,0.080000002358857,0.08408605508855008
15,1A,v,v,white,10.0,39:00,/workspace/projects/psychopy_phoneme/stimuli/mixed/white/snr_10/trial-015__track-1A__phoneme-v__noise-white__snr-10.wav,/workspace/projects/psychopy_phoneme/stimuli/phonemes/v.wav,/workspace/projects/psychopy_phoneme/stimuli/noise/white.wav,44100,0.5391383219954649,21971998,0.31423194678496286,0.0799999986254463,0.08388219018673088
16,1A,a,a,white,10.0,46:00,/workspace/projects/psychopy_phoneme/stimuli/mixed/white/snr_10/trial-016__track-1A__phoneme-a__noise-white__snr-10.wav,/workspace/projects/psychopy_phoneme/stimuli/phonemes/a.wav,/workspace/projects/psychopy_phoneme/stimuli/noise/white.wav,44100,0.4205895691609977,21697234,0.3170475632739465,0.0799999987893184,0.08389174112165071
17,1A,z,z,white,10.0,51:00,/workspace/projects/psychopy_phoneme/stimuli/mixed/white/snr_10/trial-017__track-1A__phoneme-z__noise-white__snr-10.wav,/workspace/projects/psychopy_phoneme/stimuli/phonemes/z.wav,/workspace/projects/psychopy_phoneme/stimuli/noise/white.wav,44100,0.5306802721088435,20645008,0.3210268652933064,0.07999999896446343,0.08389797423264929
18,1A,θ,theta,white,10.0,58:00,/workspace/projects/psychopy_phoneme/stimuli/mixed/white/snr_10/trial-018__track-1A__phoneme-theta__noise-white__snr-10.wav,/workspace/projects/psychopy_phoneme/stimuli/phonemes/theta.wav,/workspace/projects/psychopy_phoneme/stimuli/noise/white.wav,44100,0.5073469387755102,22430610,0.318765960635431,0.08000000049129408,0.0838501405523443
19,1A,i,i,white,10.0,04:00,/workspace/projects/psychopy_phoneme/stimuli/mixed/white/snr_10/trial-019__track-1A__phoneme-i__noise-white__snr-10.wav,/workspace/projects/psychopy_phoneme/stimuli/phonemes/i.wav,/workspace/projects/psychopy_phoneme/stimuli/noise/white.wav,44100,0.434421768707483,22978799,0.31779483300349687,0.08000000063302617,0.08400363749574756
20,1A,ʃ,esh,white,10.0,09:00,/workspace/projects/psychopy_phoneme/stimuli/mixed/white/snr_10/trial-020__track-1A__phoneme-esh__noise-white__snr-10.wav,/workspace/projects/psychopy_phoneme/stimuli/phonemes/esh.wav,/workspace/projects/psychopy_phoneme/stimuli/noise/white.wav,44100,0.4777097505668934,21100590,0.3140891433076901,0.07999999985109657,0.0838132793698695
21,1B,ð,eth,white,5.0,07:00,/workspace/projects/psychopy_phoneme/stimuli/mixed/white/snr_5/trial-021__track-1B__phoneme-eth__noise-white__snr-5.wav,/workspace/projects/psychopy_phoneme/stimuli/phonemes/eth.wav,/workspace/projects/psychopy_phoneme/stimuli/noise/white.wav,44100,0.5543310657596372,14330202,0.5662936776981431,0.080000002358857,0.09192614842534388
22,1B,a,a,white,5.0,15:00,/workspace/projects/psychopy_phoneme/stimuli/mixed/white/snr_5/trial-022__track-1B__phoneme-a__noise-white__snr-5.wav,/workspace/projects/psychopy_phoneme/stimuli/phonemes/a.wav,/workspace/projects/psychopy_phoneme/stimuli/noise/white.wav,44100,0.4205895691609977,11763417,0.5643408625613673,0.0799999987893184,0.09228302172624855
23,1B,f,f,white,5.0,20:00,/workspace/projects/psychopy_phoneme/stimuli/mixed/white/snr_5/trial-023__track-1B__phoneme-f__noise-white__snr-5.wav,/workspace/projects/psychopy_phoneme/stimuli/phonemes/f.wav,/workspace/projects/psychopy_phoneme/stimuli/noise/white.wav,44100,0.525374149659864,8130561,0.5649403658103271,0.07999999903663517,0.09143000480045466
24,1B,z,z,white,5.0,27:00,/workspace/projects/psychopy_phoneme/stimuli/mixed/white/snr_5/trial-024__track-1B__phoneme-z__noise-white__snr-5.wav,/workspace/projects/psychopy_phoneme/stimuli/phonemes/z.wav,/workspace/projects/psychopy_phoneme/stimuli/noise/white.wav,44100,0.5306802721088435,18796466,0.5615384139754126,0.07999999896446343,0.09177133274255883
25,1B,i,i,white,5.0,32:00,/workspace/projects/psychopy_phoneme/stimuli/mixed/white/snr_5/trial-025__track-1B__phoneme-i__noise-white__snr-5.wav,/workspace/projects/psychopy_phoneme/stimuli/phonemes/i.wav,/workspace/projects/psychopy_phoneme/stimuli/noise/white.wav,44100,0.434421768707483,16337724,0.563862989035986,0.08000000063302617,0.09178520824030367
26,1B,s,s,white,5.0,40:00,/workspace/projects/psychopy_phoneme/stimuli/mixed/white/snr_5/trial-026__track-1B__phoneme-s__noise-white__snr-5.wav,/workspace/projects/psychopy_phoneme/stimuli/phonemes/s.wav,/workspace/projects/psychopy_phoneme/stimuli/noise/white.wav,44100,0.49464852607709753,3460596,0.5648837195733384,0.08000000285808027,0.09192102227556774
27,1B,ʃ,esh,white,5.0,46:00,/workspace/projects/psychopy_phoneme/stimuli/mixed/white/snr_5/trial-027__track-1B__phoneme-esh__noise-white__snr-5.wav,/workspace/projects/psychopy_phoneme/stimuli/phonemes/esh.wav,/workspace/projects/psychopy_phoneme/stimuli/noise/white.wav,44100,0.4777097505668934,4448806,0.5593478258391504,0.07999999985109657,0.09143764105194027
28,1B,θ,theta,white,5.0,51:00,/workspace/projects/psychopy_phoneme/stimuli/mixed/white/snr_5/trial-028__track-1B__phoneme-theta__noise-white__snr-5.wav,/workspace/projects/psychopy_phoneme/stimuli/phonemes/theta.wav,/workspace/projects/psychopy_phoneme/stimuli/noise/white.wav,44100,0.5073469387755102,9251968,0.5641216717454661,0.08000000049129408,0.09146100831569422
29,1B,v,v,white,5.0,57:00,/workspace/projects/psychopy_phoneme/stimuli/mixed/white/snr_5/trial-029__track-1B__phoneme-v__noise-white__snr-5.wav,/workspace/projects/psychopy_phoneme/stimuli/phonemes/v.wav,/workspace/projects/psychopy_phoneme/stimuli/noise/white.wav,44100,0.5391383219954649,8460235,0.5609346743944997,0.0799999986254463,0.09165025177732485
30,1B,u,u,white,5.0,02:00,/workspace/projects/psychopy_phoneme/stimuli/mixed/white/snr_5/trial-030__track-1B__phoneme-u__noise-white__snr-5.wav,/workspace/projects/psychopy_phoneme/stimuli/phonemes/u.wav,/workspace/projects/psychopy_phoneme/stimuli/noise/white.wav,44100,0.4989342403628118,11715495,0.5558977322193053,0.07999999852463044,0.09236097912195332
31,1B,i,i,white,5.0,09:00,/workspace/projects/psychopy_phoneme/stimuli/mixed/white/snr_5/trial-031__track-1B__phoneme-i__noise-white__snr-5.wav,/workspace/projects/psychopy_phoneme/stimuli/phonemes/i.wav,/workspace/projects/psychopy_phoneme/stimuli/noise/white.wav,44100,0.434421768707483,7288693,0.5665878221095305,0.08000000063302617,0.09161461109083882
32,1B,ð,eth,white,5.0,15:00,/workspace/projects/psychopy_phoneme/stimuli/mixed/white/snr_5/trial-032__track-1B__phoneme-eth__noise-white__snr-5.wav,/workspace/projects/psychopy_phoneme/stimuli/phonemes/eth.wav,/workspace/projects/psychopy_phoneme/stimuli/noise/white.wav,44100,0.5543310657596372,5732539,0.5627557664141309,0.080000002358857,0.09149543763657685
33,1B,u,u,white,5.0,20:00,/workspace/projects/psychopy_phoneme/stimuli/mixed/white/snr_5/trial-033__track-1B__phoneme-u__noise-white__snr-5.wav,/workspace/projects/psychopy_phoneme/stimuli/phonemes/u.wav,/workspace/projects/psychopy_phoneme/stimuli/noise/white.wav,44100,0.4989342403628118,2228192,0.5608615266271907,0.07999999852463044,0.09188896689506111
34,1B,s,s,white,5.0,28:00,/workspace/projects/psychopy_phoneme/stimuli/mixed/white/snr_5/trial-034__track-1B__phoneme-s__noise-white__snr-5.wav,/workspace/projects/psychopy_phoneme/stimuli/phonemes/s.wav,/workspace/projects/psychopy_phoneme/stimuli/noise/white.wav,44100,0.49464852607709753,11219897,0.5435405223960853,0.08000000285808027,0.09133257811808257
35,1B,f,f,white,5.0,39:00,/workspace/projects/psychopy_phoneme/stimuli/mixed/white/snr_5/trial-035__track-1B__phoneme-f__noise-white__snr-5.wav,/workspace/projects/psychopy_phoneme/stimuli/phonemes/f.wav,/workspace/projects/psychopy_phoneme/stimuli/noise/white.wav,44100,0.525374149659864,6395988,0.5638018932432998,0.07999999903663517,0.09148167387900519
36,1B,ʃ,esh,white,5.0,46:00,/workspace/projects/psychopy_phoneme/stimuli/mixed/white/snr_5/trial-036__track-1B__phoneme-esh__noise-white__snr-5.wav,/workspace/projects/psychopy_phoneme/stimuli/phonemes/esh.wav,/workspace/projects/psychopy_phoneme/stimuli/noise/white.wav,44100,0.4777097505668934,6312868,0.5592627381525593,0.07999999985109657,0.09186821017788173
37,1B,a,a,white,5.0,51:00,/workspace/projects/psychopy_phoneme/stimuli/mixed/white/snr_5/trial-037__track-1B__phoneme-a__noise-white__snr-5.wav,/workspace/projects/psychopy_phoneme/stimuli/phonemes/a.wav,/workspace/projects/psychopy_phoneme/stimuli/noise/white.wav,44100,0.4205895691609977,15821690,0.5601697886874567,0.0799999987893184,0.09189443194140906
38,1B,z,z,white,5.0,58:00,/workspace/projects/psychopy_phoneme/stimuli/mixed/white/snr_5/trial-038__track-1B__phoneme-z__noise-white__snr-5.wav,/workspace/projects/psychopy_phoneme/stimuli/phonemes/z.wav,/workspace/projects/psychopy_phoneme/stimuli/noise/white.wav,44100,0.5306802721088435,9039153,0.5637596973900802,0.07999999896446343,0.09156131354560718
39,1B,θ,theta,white,5.0,04:00,/workspace/projects/psychopy_phoneme/stimuli/mixed/white/snr_5/trial-039__track-1B__phoneme-theta__noise-white__snr-5.wav,/workspace/projects/psychopy_phoneme/stimuli/phonemes/theta.wav,/workspace/projects/psychopy_phoneme/stimuli/noise/white.wav,44100,0.5073469387755102,17933558,0.5570143149522291,0.08000000049129408,0.09162306176965634
40,1B,v,v,white,5.0,09:00,/workspace/projects/psychopy_phoneme/stimuli/mixed/white/snr_5/trial-040__track-1B__phoneme-v__noise-white__snr-5.wav,/workspace/projects/psychopy_phoneme/stimuli/phonemes/v.wav,/workspace/projects/psychopy_phoneme/stimuli/noise/white.wav,44100,0.5391383219954649,19491787,0.5631847588574713,0.0799999986254463,0.09169704342267619
41,1C,v,v,white,0.0,07:00,/workspace/projects/psychopy_phoneme/stimuli/mixed/white/snr_0/trial-041__track-1C__phoneme-v__noise-white__snr-0.wav,/workspace/projects/psychopy_phoneme/stimuli/phonemes/v.wav,/workspace/projects/psychopy_phoneme/stimuli/noise/white.wav,44100,0.5391383219954649,213931,0.9940742358328364,0.0799999986254463,0.11364100285694878
42,1C,θ,theta,white,0.0,15:00,/workspace/projects/psychopy_phoneme/stimuli/mixed/white/snr_0/trial-042__track-1C__phoneme-theta__noise-white__snr-0.wav,/workspace/projects/psychopy_phoneme/stimuli/phonemes/theta.wav,/workspace/projects/psychopy_phoneme/stimuli/noise/white.wav,44100,0.5073469387755102,11652251,1.007907234974674,0.08000000049129408,0.11349127354142903
43,1C,z,z,white,0.0,20:00,/workspace/projects/psychopy_phoneme/stimuli/mixed/white/snr_0/trial-043__track-1C__phoneme-z__noise-white__snr-0.wav,/workspace/projects/psychopy_phoneme/stimuli/phonemes/z.wav,/workspace/projects/psychopy_phoneme/stimuli/noise/white.wav,44100,0.5306802721088435,3054759,1.0000752129187307,0.07999999896446343,0.11315286175354299
44,1C,a,a,white,0.0,27:00,/workspace/projects/psychopy_phoneme/stimuli/mixed/white/snr_0/trial-044__track-1C__phoneme-a__noise-white__snr-0.wav,/workspace/projects/psychopy_phoneme/stimuli/phonemes/a.wav,/workspace/projects/psychopy_phoneme/stimuli/noise/white.wav,44100,0.4205895691609977,5961382,1.004589764696869,0.0799999987893184,0.11293362037524216
45,1C,ʃ,esh,white,0.0,32:00,/workspace/projects/psychopy_phoneme/stimuli/mixed/white/snr_0/trial-045__track-1C__phoneme-esh__noise-white__snr-0.wav,/workspace/projects/psychopy_phoneme/stimuli/phonemes/esh.wav,/workspace/projects/psychopy_phoneme/stimuli/noise/white.wav,44100,0.4777097505668934,13481075,0.996546781867571,0.07999999985109657,0.11327246897702621
46,1C,u,u,white,0.0,40:00,/workspace/projects/psychopy_phoneme/stimuli/mixed/white/snr_0/trial-046__track-1C__phoneme-u__noise-white__snr-0.wav,/workspace/projects/psychopy_phoneme/stimuli/phonemes/u.wav,/workspace/projects/psychopy_phoneme/stimuli/noise/white.wav,44100,0.4989342403628118,7010300,0.9974962736001092,0.07999999852463044,0.11375746766105727
47,1C,s,s,white,0.0,46:00,/workspace/projects/psychopy_phoneme/stimuli/mixed/white/snr_0/trial-047__track-1C__phoneme-s__noise-white__snr-0.wav,/workspace/projects/psychopy_phoneme/stimuli/phonemes/s.wav,/workspace/projects/psychopy_phoneme/stimuli/noise/white.wav,44100,0.49464852607709753,21054581,0.9895942166076902,0.08000000285808027,0.11284426145513295
48,1C,i,i,white,0.0,51:00,/workspace/projects/psychopy_phoneme/stimuli/mixed/white/snr_0/trial-048__track-1C__phoneme-i__noise-white__snr-0.wav,/workspace/projects/psychopy_phoneme/stimuli/phonemes/i.wav,/workspace/projects/psychopy_phoneme/stimuli/noise/white.wav,44100,0.434421768707483,13741101,0.9904592061829957,0.08000000063302617,0.11280587724394828
49,1C,f,f,white,0.0,57:00,/workspace/projects/psychopy_phoneme/stimuli/mixed/white/snr_0/trial-049__track-1C__phoneme-f__noise-white__snr-0.wav,/workspace/projects/psychopy_phoneme/stimuli/phonemes/f.wav,/workspace/projects/psychopy_phoneme/stimuli/noise/white.wav,44100,0.525374149659864,11214811,0.9831631648966616,0.07999999903663517,0.11267756892908663
50,1C,ð,eth,white,0.0,02:00,/workspace/projects/psychopy_phoneme/stimuli/mixed/white/snr_0/trial-050__track-1C__phoneme-eth__noise-white__snr-0.wav,/workspace/projects/psychopy_phoneme/stimuli/phonemes/eth.wav,/workspace/projects/psychopy_phoneme/stimuli/noise/white.wav,44100,0.5543310657596372,10215584,1.0135101719010617,0.080000002358857,0.11343803582248799
51,1C,ʃ,esh,white,0.0,09:00,/workspace/projects/psychopy_phoneme/stimuli/mixed/white/snr_0/trial-051__track-1C__phoneme-esh__noise-white__snr-0.wav,/workspace/projects/psychopy_phoneme/stimuli/phonemes/esh.wav,/workspace/projects/psychopy_phoneme/stimuli/noise/white.wav,44100,0.4777097505668934,4582296,0.9863372594727908,0.07999999985109657,0.11336674942115768
52,1C,s,s,white,0.0,15:00,/workspace/projects/psychopy_phoneme/stimuli/mixed/white/snr_0/trial-052__track-1C__phoneme-s__noise-white__snr-0.wav,/workspace/projects/psychopy_phoneme/stimuli/phonemes/s.wav,/workspace/projects/psychopy_phoneme/stimuli/noise/white.wav,44100,0.49464852607709753,20596620,0.9977581158697013,0.08000000285808027,0.11347689437664797
53,1C,u,u,white,0.0,20:00,/workspace/projects/psychopy_phoneme/stimuli/mixed/white/snr_0/trial-053__track-1C__phoneme-u__noise-white__snr-0.wav,/workspace/projects/psychopy_phoneme/stimuli/phonemes/u.wav,/workspace/projects/psychopy_phoneme/stimuli/noise/white.wav,44100,0.4989342403628118,23088801,0.9957125566164077,0.07999999852463044,0.11319768337549449
54,1C,f,f,white,0.0,28:00,/workspace/projects/psychopy_phoneme/stimuli/mixed/white/snr_0/trial-054__track-1C__phoneme-f__noise-white__snr-0.wav,/workspace/projects/psychopy_phoneme/stimuli/phonemes/f.wav,/workspace/projects/psychopy_phoneme/stimuli/noise/white.wav,44100,0.525374149659864,18792698,0.9934972919684951,0.07999999903663517,0.11285320776296584
55,1C,ð,eth,white,0.0,39:00,/workspace/projects/psychopy_phoneme/stimuli/mixed/white/snr_0/trial-055__track-1C__phoneme-eth__noise-white__snr-0.wav,/workspace/projects/psychopy_phoneme/stimuli/phonemes/eth.wav,/workspace/projects/psychopy_phoneme/stimuli/noise/white.wav,44100,0.5543310657596372,23432428,1.0040283280435796,0.080000002358857,0.11382170304875257
56,1C,i,i,white,0.0,46:00,/workspace/projects/psychopy_phoneme/stimuli/mixed/white/snr_0/trial-056__track-1C__phoneme-i__noise-white__snr-0.wav,/workspace/projects/psychopy_phoneme/stimuli/phonemes/i.wav,/workspace/projects/psychopy_phoneme/stimuli/noise/white.wav,44100,0.434421768707483,16630818,1.0076690173809524,0.08000000063302617,0.11361590407585212
57,1C,θ,theta,white,0.0,51:00,/workspace/projects/psychopy_phoneme/stimuli/mixed/white/snr_0/trial-057__track-1C__phoneme-theta__noise-white__snr-0.wav,/workspace/projects/psychopy_phoneme/stimuli/phonemes/theta.wav,/workspace/projects/psychopy_phoneme/stimuli/noise/white.wav,44100,0.5073469387755102,3840064,1.0100340725580312,0.08000000049129408,0.1137461304004786
58,1C,a,a,white,0.0,58:00,/workspace/projects/psychopy_phoneme/stimuli/mixed/white/snr_0/trial-058__track-1C__phoneme-a__noise-white__snr-0.wav,/workspace/projects/psychopy_phoneme/stimuli/phonemes/a.wav,/workspace/projects/psychopy_phoneme/stimuli/noise/white.wav,44100,0.4205895691609977,6253072,0.9937548310378562,0.0799999987893184,0.11321469524579536
59,1C,z,z,white,0.0,04:00,/workspace/projects/psychopy_phoneme/stimuli/mixed/white/snr_0/trial-059__track-1C__phoneme-z__noise-white__snr-0.wav,/workspace/projects/psychopy_phoneme/stimuli/phonemes/z.wav,/workspace/projects/psychopy_phoneme/stimuli/noise/white.wav,44100,0.5306802721088435,8257323,0.9937142580303407,0.07999999896446343,0.11326939150557173
60,1C,v,v,white,0.0,09:00,/workspace/projects/psychopy_phoneme/stimuli/mixed/white/snr_0/trial-060__track-1C__phoneme-v__noise-white__snr-0.wav,/workspace/projects/psychopy_phoneme/stimuli/phonemes/v.wav,/workspace/projects/psychopy_phoneme/stimuli/noise/white.wav,44100,0.5391383219954649,14149905,1.0023548819099555,0.0799999986254463,0.11277843792188841
61,1D,a,a,white,-5.0,07:00,/workspace/projects/psychopy_phoneme/stimuli/mixed/white/snr_-5/trial-061__track-1D__phoneme-a__noise-white__snr--5.wav,/workspace/projects/psychopy_phoneme/stimuli/phonemes/a.wav,/workspace/projects/psychopy_phoneme/stimuli/noise/white.wav,44100,0.4205895691609977,9938448,1.7929567600380365,0.0799999987893184,0.16400066912009434
62,1D,v,v,white,-5.0,15:00,/workspace/projects/psychopy_phoneme/stimuli/mixed/white/snr_-5/trial-062__track-1D__phoneme-v__noise-white__snr--5.wav,/workspace/projects/psychopy_phoneme/stimuli/phonemes/v.wav,/workspace/projects/psychopy_phoneme/stimuli/noise/white.wav,44100,0.5391383219954649,1615903,1.7891158862095073,0.0799999986254463,0.1633037939544479
63,1D,f,f,white,-5.0,20:00,/workspace/projects/psychopy_phoneme/stimuli/mixed/white/snr_-5/trial-063__track-1D__phoneme-f__noise-white__snr--5.wav,/workspace/projects/psychopy_phoneme/stimuli/phonemes/f.wav,/workspace/projects/psychopy_phoneme/stimuli/noise/white.wav,44100,0.525374149659864,5996542,1.7702937302746258,0.07999999903663517,0.16289508277337794
64,1D,s,s,white,-5.0,27:00,/workspace/projects/psychopy_phoneme/stimuli/mixed/white/snr_-5/trial-064__track-1D__phoneme-s__noise-white__snr--5.wav,/workspace/projects/psychopy_phoneme/stimuli/phonemes/s.wav,/workspace/projects/psychopy_phoneme/stimuli/noise/white.wav,44100,0.49464852607709753,12681077,1.7562231809910147,0.08000000285808027,0.16342656871494285
65,1D,θ,theta,white,-5.0,32:00,/workspace/projects/psychopy_phoneme/stimuli/mixed/white/snr_-5/trial-065__track-1D__phoneme-theta__noise-white__snr--5.wav,/workspace/projects/psychopy_phoneme/stimuli/phonemes/theta.wav,/workspace/projects/psychopy_phoneme/stimuli/noise/white.wav,44100,0.5073469387755102,24943465,1.7627049603467062,0.08000000049129408,0.16306386347200139
66,1D,ʃ,esh,white,-5.0,40:00,/workspace/projects/psychopy_phoneme/stimuli/mixed/white/snr_-5/trial-066__track-1D__phoneme-esh__noise-white__snr--5.wav,/workspace/projects/psychopy_phoneme/stimuli/phonemes/esh.wav,/workspace/projects/psychopy_phoneme/stimuli/noise/white.wav,44100,0.4777097505668934,14605901,1.7869957028212924,0.07999999985109657,0.16352813592450677
67,1D,z,z,white,-5.0,46:00,/workspace/projects/psychopy_phoneme/stimuli/mixed/white/snr_-5/trial-067__track-1D__phoneme-z__noise-white__snr--5.wav,/workspace/projects/psychopy_phoneme/stimuli/phonemes/z.wav,/workspace/projects/psychopy_phoneme/stimuli/noise/white.wav,44100,0.5306802721088435,12466660,1.779050631457248,0.07999999896446343,0.16400588160007704
